engine_temperature,tire_pressure,fuel_efficiency,speed,driving_distance,service_frequency,repair_cost,fault_type
110.37200775820313,38.66497695842773,11.214414141766142,61.664506242957806,146.67671072050493,3,393.9227981893498,Exhaust System Failure
114.80456499617466,39.46781797875704,10.020827094306552,59.80478162239091,262.7351536779466,10,886.6110455640825,Alternator Failure
85.90017374859319,38.345531407185405,11.86850646103668,45.00210365942766,348.916392752585,8,694.2718901913826,Suspension Issue
75.50259622638384,37.714192896698535,9.671043917100398,76.71524132774563,450.1320556010352,8,510.9899485244177,Brake Fluid Leak
81.39675812709709,35.86290376766826,11.936441276145992,98.61867798289322,396.0955974008381,5,575.5620003548955,Suspension Issue
91.35538943131282,34.61028844730967,10.671679995214507,88.53853797739491,338.18053393636205,8,645.0743331889914,Radiator Leak
110.90073829612466,29.04384111893692,10.538685093015765,93.82973348784638,339.81659119757177,6,606.5169234570517,Starter Motor Fault
113.03652916281717,32.90143855684838,8.66381958118314,46.49193428289913,472.9623220160433,5,718.8037312287099,Tire Wear
70.34760652655953,32.47226220414777,11.527711033218576,116.11925681414297,147.91204874826803,9,778.3378164902919,Timing Belt Failure
95.53736512887829,31.117045405123914,9.70995875168246,107.07934670744199,0.5560470980937038,7,552.2568263184596,Fuel Injector Failure
90.87055015743894,36.681041364263024,8.648933623129917,104.40722547965302,135.97727969909934,8,799.5056616239636,Engine Overheating
81.10539052353651,33.95050882094525,8.050430079903036,105.8387044033414,108.945689813372,1,385.22844679968864,Fuel Injector Failure
75.99326836668413,28.972554590891775,10.23902273455353,114.6168406506209,330.9172925569991,11,738.4406540205141,Exhaust System Failure
86.8807585701814,30.642198423397737,10.109598488490706,83.54031728909581,316.85579988276453,2,243.19439346130693,Alternator Failure
117.14548519562595,36.19910516391515,10.877414489476635,56.022561429410075,296.73069135236193,8,613.403140681878,Battery Drain
86.16014660103777,28.913570313883604,11.561032212071208,89.34268862820329,8.12172160472685,12,989.8479268737533,Fuel Injector Failure
95.9395310871683,38.21448296858522,8.317626338572119,99.43051949343513,364.38902722532373,9,723.0846093637094,Electrical Wiring Issue
105.15094794475888,33.941758324167694,10.92598596136145,99.03339146832204,161.76520624274576,4,517.3165116750839,Alternator Failure
88.1814801189647,33.76703892791978,8.74964777639033,81.71592193335042,332.52799450331554,12,767.9586159137567,Suspension Issue
118.58910413604804,35.10889341591421,11.432708212628656,45.476697546686246,278.28921425107666,10,898.3673208172471,Tire Wear
118.12236474710556,37.89617159110179,11.276254055446625,69.68903507441023,171.36546271395358,11,661.289073323907,Starter Motor Fault
82.5891147912682,32.17371049482632,10.163175019942177,113.66132867706858,67.28813355205388,10,738.6375447944172,Tire Wear
94.86242529461927,36.13619383070876,10.840971194493246,86.75591278059409,47.209448830240476,9,800.7634018571168,Coolant System Fault
85.04391549083849,34.788783567949494,9.257400452734993,83.06655546045707,415.7591665561118,4,391.04354062353127,Tire Wear
84.24202471887338,31.204339242033058,9.884671595731259,61.508281150575485,459.198771040779,10,864.632855262516,Air Conditioning Failure
71.84434736772664,38.54355983626189,11.286547590841886,69.47591359332631,324.8940233821498,10,721.1927453490504,Transmission Slippage
100.47821669899484,37.56911225928314,9.837060788692856,111.62768713225354,51.71705743024169,10,685.0390078734195,Electrical Wiring Issue
95.13395116144308,35.901422015901105,9.431193061301768,93.31704380214686,201.01360844412036,9,884.0132843060321,Tire Wear
72.57393756249947,38.206980749130906,9.9768497890012,102.99096214018662,364.4696000525786,11,870.3910363341375,Starter Motor Fault
83.93232321183058,38.40753041151763,11.312997009748873,76.34763384541242,389.91044200503404,7,711.5763250237101,Alternator Failure
115.41329429833269,36.500355720580416,9.340832189483491,90.41977755649263,59.1093111455443,2,509.12586773793277,Coolant System Fault
81.97809453334862,38.04415994036407,8.695046372542976,59.8706886994566,0.015359422691207936,9,490.7846766236623,Spark Plug Failure
77.24474360456115,36.369657540031405,10.848056081323122,96.4368664226789,356.0685229403025,4,570.453722859498,Electrical Wiring Issue
94.47263801387815,36.161689261123605,11.303912850832328,74.20810669626698,178.29808799310283,8,633.8293111830535,Oil Leak
119.28252270553003,35.42333653858221,8.402549914094134,75.40364118517965,127.24066580913012,7,591.6116120520127,Timing Belt Failure
82.10276357557503,37.032599674691696,8.959496451023778,91.94578596615054,6.44873489476272,7,696.8186541352667,Engine Overheating
103.60677737029393,29.903261263516885,8.567887959043976,114.90244971751413,270.1497033807498,8,664.7719947339501,Oil Leak
108.08098076643589,38.570449110387145,9.391765646328667,45.120507728689674,425.5753677129909,1,417.0640442264582,Brake Fluid Leak
81.88187719961998,38.46212233294278,9.80140391562165,105.97945898776061,478.81582313629394,5,551.7767297413213,Transmission Slippage
106.41081743059297,28.35096739641471,10.995305347853225,63.39064883297545,282.8724753066446,2,423.6006010339459,Transmission Slippage
88.38915663596266,37.90980100677715,10.604590339526696,75.51355636051022,257.2306638699471,2,359.3556529579911,Alternator Failure
101.61529152967897,29.546438409681343,10.483714269913724,41.75306630200072,42.528192744620554,1,249.25363530842225,Spark Plug Failure
101.67648553804473,32.0214262511097,9.409499786438618,64.08368622674504,274.4364007712999,5,480.2252771480659,Exhaust System Failure
96.78873420373793,36.92209907549929,11.36579021233904,80.21049941041043,189.98953948269732,2,400.34024657668033,Alternator Failure
74.51448850272041,29.929118752579697,9.885148669592658,44.49408618779512,303.56764044178846,4,685.0920906856193,Coolant System Fault
111.7651247794619,37.81560428942875,11.916419752060618,79.2876583506532,194.36317393827335,3,610.7933945462729,Air Conditioning Failure
86.0390032485868,37.985610135492905,10.536568553182947,114.16885030867418,120.14956172518337,3,392.64781866768635,Engine Overheating
79.32592551999271,34.08961280513003,8.50505896625801,48.431457448624414,47.48263761418825,2,406.2128376765004,Engine Misfire
72.0387570777382,28.076630460602004,10.704710248301737,101.15525824604035,157.45922229444787,6,573.2909052546128,Timing Belt Failure
99.5446471594121,31.444457598098953,9.300416061726796,72.77368427007941,48.32241714387614,2,416.5075439776023,Timing Belt Failure
103.87821809211411,35.40312302050891,10.74530878674439,92.41389716194703,88.44847541199196,8,735.1871993279384,Engine Overheating
70.8293914463928,39.774234136329085,8.278564592649623,60.81892783881835,493.66807928977295,8,753.4442717172515,Air Conditioning Failure
95.60465291496405,35.58176232420002,8.699525748703838,52.75938100330866,222.0517784533093,12,613.1475477117583,Radiator Leak
81.3247887598969,31.117642972769918,11.422949035623144,52.83700914169812,265.9358832525083,5,593.0916098144294,Radiator Leak
102.25863952047249,35.608068437195335,8.90871822809406,45.639355651451574,436.80926436860767,10,764.647293074261,Tire Wear
78.71832145024958,34.479824556590266,11.34816450097176,54.85173639209944,497.7844502453439,7,586.9969835561898,Air Conditioning Failure
104.5468869051233,37.358144741813724,9.117104353817641,93.13755079911746,291.35722467234075,4,585.4840948220868,Timing Belt Failure
89.33676731502686,29.283767665923502,10.57152764023483,110.53524894748064,406.23691052208585,1,501.21618120836183,Radiator Leak
116.83649943683673,37.132334830024334,10.776602294039325,105.13005484729294,163.47051216833762,11,930.1598250464514,Radiator Leak
76.87604720729966,34.495198944113326,10.050619012580212,94.81074478995873,152.87197872364555,2,352.36994070851364,Exhaust System Failure
87.05331755251292,39.55590404630794,9.221242706786924,48.834549072888215,201.3518604972801,10,697.7681125119417,Brake Fluid Leak
75.67367606202946,32.10246599246423,8.850577505484384,63.13499570367598,336.2536313368246,10,499.1859213204734,Engine Misfire
116.23468091392814,35.59146271760738,8.132757418249705,64.78455002579751,341.09584462754935,4,521.7868000093731,Engine Misfire
113.86696766904905,39.18433726612021,9.215785604962896,59.9965557118097,157.6197173247254,1,415.7990215660235,Battery Drain
82.89708138575779,29.230116735888153,10.612651162125132,81.20045277677785,66.60496206831435,8,693.6688110161383,Spark Plug Failure
102.99920230170895,39.24674184683741,11.753219273793931,82.8443051903738,316.1981282327543,9,856.3730393723458,Oil Leak
110.8611100100608,36.25462866760976,11.484817929052209,68.55087801368882,64.16293109438226,4,379.9479134683676,Brake Fluid Leak
97.76004057997312,28.814044709262063,11.064259106141211,68.30313269891488,289.246254114665,10,789.2072077599591,Fuel Injector Failure
96.48252891780032,31.611562803361796,11.153789373013195,106.2844478324865,346.7110640281545,3,432.76085031961367,Timing Belt Failure
82.09261454502258,36.49806506374338,10.659939613903981,103.14342786557485,350.3057481972258,2,396.1888196883896,Battery Drain
74.65513839029497,28.80820721762526,9.041147430264012,64.62366653445966,376.7360553297984,5,665.3765169950553,Engine Overheating
114.86078789766634,34.986045522115276,11.628780122823319,113.10307550986074,436.4297107828323,3,451.6143021416994,Fuel Injector Failure
115.02090285816652,32.15059668343548,10.682929247623337,116.22520136020049,249.9794959823942,10,779.2445355803212,Engine Overheating
101.65507286366339,35.450986213209724,10.24176252392176,66.13940336240327,365.12459476478557,7,564.2306157025864,Oil Leak
86.95148955243504,28.548904405750154,8.443957876853924,68.35399590344439,309.58636768291836,11,981.1220078079446,Oil Leak
87.46047873063304,38.45844167382852,9.788222175225702,80.4507322737567,93.31996989884128,6,463.36541735897333,Brake Pads Wear
106.29778394351197,39.681867630128764,9.841433084807704,115.28966500269388,12.844822434704085,1,303.7409498026518,Electrical Wiring Issue
114.85551299762886,39.6265342634283,11.45825443809068,110.10555465138492,142.27069283846689,12,1082.9906998195304,Radiator Leak
114.35432121325587,36.995821980915096,10.186592880751153,48.205437006687184,221.5168531688097,8,756.4062325063559,Suspension Issue
108.99377729288119,29.561034881567583,9.521602195881638,71.4184594617133,308.5529722143281,2,402.0311776334312,Engine Misfire
102.10158230771438,37.09915835114827,11.907201314042638,84.26969517998174,424.9796652516027,5,564.5613862686298,Exhaust System Failure
74.20699824975244,28.295042997505618,8.442882373305263,80.2505978041232,98.12285835308282,9,651.904179428201,Suspension Issue
78.0814357047307,28.265482618347967,9.690193713247778,55.50904543495142,62.77489494923854,8,693.6272796997345,Starter Motor Fault
114.92770942635397,31.883322629794495,8.168098700685622,108.70534169345237,481.7399737371638,2,366.8935994586068,Radiator Leak
100.3214529829795,33.86371828485599,10.959616483067721,94.15526263974698,54.022279688203554,9,776.7372505228204,Battery Drain
70.45985258083148,37.244889013693516,11.672306208796602,107.03266998814429,239.24553505359458,5,407.61948929376535,Alternator Failure
75.0735771433016,36.199544519278064,9.120149318201957,108.70114234795777,292.7818643966509,10,842.0677398493626,Alternator Failure
103.1750884554028,33.35083247652098,11.433366707196484,99.86846829325918,270.6872104537191,6,711.5468824387302,Electrical Wiring Issue
70.25307919231093,31.28351999537999,9.16887292184759,75.13684809997739,43.0160785164716,3,429.1804597328886,Engine Overheating
78.04040257087493,39.96549400189254,11.643080646575662,88.84374040123396,28.513457001809684,3,524.9701542423046,Oil Leak
97.4366894683293,33.114175626831674,11.015847614387136,52.829232489579454,52.74171373051784,10,839.3094508334858,Tire Wear
104.59475988463467,33.4166442919561,11.219627107365755,93.89163339799262,292.79384193630625,8,648.8043487619816,Battery Drain
102.59806297513003,29.963485854300032,8.072026222401817,54.340260459142456,272.17244381716057,11,743.6654277086241,Transmission Slippage
81.213465473028,37.53771458499915,11.851241428296104,95.51596724081254,116.87039601837212,10,718.3229696186485,Coolant System Fault
105.6089610673768,36.32418670937786,10.906683968281293,58.36785286031749,318.8870709227958,10,839.5083417119668,Radiator Leak
81.86245437484,30.649235353465123,9.219004381544533,49.4041040120176,410.0337510278247,12,895.3066832265667,Clutch Failure
86.26998490796339,28.988572547390113,11.317578659435387,53.222759211436596,20.789479923296884,2,533.2465738670376,Brake Pads Wear
107.32457025590121,36.165991624896556,9.12608479365972,40.15937081752562,249.06497177402122,11,934.9457949583604,Oil Leak
102.48164495236074,35.85413457137362,11.491015358264512,97.49916942828241,344.65520605134515,12,989.9063551744666,Clutch Failure
112.4611705247089,31.27911432397851,8.450321561647748,98.59208392467033,126.15596353484354,12,928.5335316772984,Brake Fluid Leak
102.88064461501716,39.410362747004925,10.814743909843184,81.19466799306076,153.88545264657455,2,314.74899176260953,Tire Wear
98.41543016677358,29.812694701370802,10.16279390657964,52.9090240844307,306.81895149469193,5,587.3182549926975,Timing Belt Failure
74.68373839140463,33.188017612511224,8.386137880781764,46.68434700085518,448.96764672186845,6,605.2152759573027,Tire Wear
88.38579015297168,39.32339104201119,8.967575313035356,41.53031731498296,404.96221015144965,12,790.8966494896001,Battery Drain
83.26011838408627,33.036727803113465,8.049616145109258,53.25985415721766,291.56510954979177,2,519.8195312482203,Electrical Wiring Issue
82.19948216895418,35.662311371969025,9.875071861858023,111.26844279865173,365.1108588786246,5,665.1821836237028,Radiator Leak
118.65052773762227,32.77113277555353,9.20506104304,59.32294733613454,182.41123510389934,7,541.1839664633802,Brake Pads Wear
89.65488623333802,31.29058242818404,10.393429937191035,68.34170617737726,320.4827640493789,10,741.3592908218797,Alternator Failure
114.60232775885567,39.80773177551794,9.18895123083447,48.42763875850665,233.0907955637785,10,753.1306218331783,Battery Drain
101.55693129986315,32.91200807578052,9.199676446027938,57.78890437985362,94.96806822878045,8,765.0781213248337,Battery Drain
109.74056517708243,38.72919044414961,10.972772794926414,81.53796566241641,350.86913693862857,12,961.1880378234845,Air Conditioning Failure
95.1318546552596,30.759455270693035,8.192571343913414,88.6202146476522,278.23231867441103,7,653.9670167908627,Brake Pads Wear
98.84519423131795,30.557256448301,11.61157998076795,59.62818513329688,179.3107909767957,8,735.9153819811931,Transmission Slippage
94.6258846909432,28.373608994614138,11.409055497564726,44.61857273800938,455.66959503931537,12,777.7781673019991,Spark Plug Failure
79.76214938990222,35.82000190451062,10.671218732905626,71.28262953019188,10.467058913366634,9,794.7929726006313,Coolant System Fault
106.12260576307526,32.42231612468513,10.372886280429537,58.73626967410673,157.886575624748,5,547.2200004424337,Starter Motor Fault
